id,tid_not_to_be_used,airline,tag,tweet
15304,518005855011102720,American,dM}c5i95_Wot,@AmericanAir can't get anyone on the phone. Delayed over 4 HOURS due to pilot sick?!?! No compensation????
15310,518006928031891456,American,dM}c5i95_Wot,"@AmericanAir, journey yesterday at 7am &amp; delays in LaGuardia &amp; OVER 6 HOURS delay in Dallas..24 hours later &amp; still not at my destination"
15359,518034302513451008,Delta,dM}c5i95_Wot,Arriving in Madrid 6 hours late. My luchare has been lost. @DeltaAssist @Delta
15428,518057889064579072,SouthWest,dM}c5i95_Wot,@SouthwestAir we already had a horrible experience at SJC and then you lose our bag on the flight from SJC to SNA. It's a 1 hour flight!
15446,518065061944758272,VirginAmerica,dM}c5i95_Wot,@VirginAmerica I intentionally cram everything into carry-on so I don't have to check. And gate agents made comments when I inquired. Rude.
15515,518090878662246400,Delta,dM}c5i95_Wot,@DeltaAssist flight 5027 to Lexington was delayed by weather and now mechanical.  I must be in Lex by 5:00 pm...please help!
15517,518091146179145728,Delta,dM}c5i95_Wot,@DeltaAssist - just received an email LIT  to Detroit delayed. Causes problem for connection to MSP. Can you help?
15560,518106594543144960,United,dM}c5i95_Wot,@united Need someone to help with e-voucher that was deleted in error. MileagePlus is useless. CustomerCare takes up to 2 wks. Awful service
15576,518108939431718912,SouthWest,dM}c5i95_Wot,@Zak_Bagans @SouthwestAir first world problem! But yeah...
15626,518131925895372800,United,dM}c5i95_Wot,@united give me incentive please! I miss u but ur new policies &amp; services have made my loyalty uncertain.
15627,518132194628628480,American,dM}c5i95_Wot,@AmericanAir if the flight is delayed why can I not board? We're stuck now...
15664,518146831134785536,American,dM}c5i95_Wot,@AmericanAir Very disappointed that our int'l flight isn't available for check in and we will have to stand in line in Madrid in the morning
15697,518154117269553152,United,dM}c5i95_Wot,@lizhem65 @united what the fuck did they do and who do I have to complain to.
15709,518154962077876224,United,dM}c5i95_Wot,@lizhem65 @united V V TRUE THEY WANTED TO LEAVE MY SISTER ALONE IN SAN FRAN BC THEY DIDNT HAVE SPACE FOR US?? And we and tickets
15735,518166190414237696,SouthWest,dM}c5i95_Wot,"Pssst, @SouthwestAir I know you hear me. My bags were soaking wet &amp; the dye in my shirts leaked on &amp; ruined my other shirts. Use a tarp!"
15890,518223505058320384,American,dM}c5i95_Wot,Ugh. Trying to buy lounge membership for @AmericanAir (for someone else). Website says to call but reps have no idea what to do. Unimpressed
15923,518255541991129088,AlaskaAir,dM}c5i95_Wot,"TRUTH! RT RT RT @alaskatravelgrm RT @Haveninak: @AlaskaAir Yeah, disappointed that there are no rates to Hawaii."
15924,518257838813347840,SouthWest,dM}c5i95_Wot,"@SouthwestAir help, was supposed to leave ELP for LAS LAS to RDU delays has us in Nashville after missing flight in MCO, arriving RDU @ 2am"
15934,518265444826771456,SouthWest,dM}c5i95_Wot,@SouthwestAir @cpearson22 fuck you south west
15948,518279699681001472,United,dM}c5i95_Wot,A #customerservice fail by @united? Or am I wrong? What's your opinion? http://t.co/Oc8CfkdLQ0  #UnitedFail
16021,518395613579595776,VirginAmerica,dM}c5i95_Wot,"@VirginAmerica Lost item 07/15 : two voicemail, then two forms on website filled (last one on 08/14) ... never got called back #badsupport"
16038,518408466239868928,United,dM}c5i95_Wot,"@united yes there is, I was supposed to arrive at my destination last night! Landed 20mins ago and currently still on the tarmac..."
16060,518428609653248000,United,dM}c5i95_Wot,@jonathanburr @united did you have a bad flight?
16108,518466572370055168,American,dM}c5i95_Wot,@AmericanAir no unfortunately I was not rebooked. Missed the first 2 hours of his party. #bummed
16125,518478151761276928,JetBlue,dM}c5i95_Wot,@JetBlue at MCO flight delayed because there is no captain available!! No captain on call? No ETA for departure! This service is ridiculous
16139,518486145253249024,SouthWest,dM}c5i95_Wot,@jocefromthenews @SouthwestAir it's the worst !!!
16204,518536616428978176,JetBlue,dM}c5i95_Wot,"@JetBlue Safety issue. On today's flight B6 1615, seat 14A wouldn't stay upright during takeoff. MacGyver'd a fix with empty water bottle."
16283,518630941493698560,United,dM}c5i95_Wot,@PatDollard @united Oh there is no way in hell I'm getting on any airline for the foreseeable future.
16295,518702379940970496,JetBlue,dM}c5i95_Wot,Pop the bubbly @JetBlue @arubamarriott we are on our way. Can't wait to watch football in 86 degree weather. Go #Eagles #FFLOT #Travel
16319,518737975048667136,United,dM}c5i95_Wot,@KMACBYY @PerezHilton @united no. It's not. I do it all the time. He's being ridiculous.
16363,518765071464665088,United,dM}c5i95_Wot,#toosoon RT @HEELZiggler: hey @ShawnMichaels can I borrow your gear. My @united bag was lost 3 (cont) http://t.co/WEXYKiP6db
16381,518776898260721664,United,dM}c5i95_Wot,"@united never using you again. We missed our connecting flight because of your delays, and had to rent a car to get home with own money."
16423,518801972309135360,SouthWest,dM}c5i95_Wot,"Not gonna lie, this @SouthwestAir plane is comfy. Leather seats, what?! And I__m loving the heart! http://t.co/7EEk6zKA23"
16441,518810060525699072,United,dM}c5i95_Wot,. @united it's really unacceptable that both flights I've been on are delayed over an hour. You are such a terrible company
16475,518836203919917056,United,dM}c5i95_Wot,Flight to Chicago this afternoon delayed and will miss connection. @united has routed and upgraded seats #FTW
16543,518876301642694656,United,dM}c5i95_Wot,Angry at @united.They gave away my seat on my flight.The next flight was cancelled.So I am taking a bus bc they cant get their crap together
16576,518894703287492608,Delta,dM}c5i95_Wot,@DeltaAssist give the FAs a map of Term A at DTW? Seem to have gotten lost getting from one end to the other.
16642,518932080672382976,JetBlue,dM}c5i95_Wot,@JetBlue you guys made me have the worst flight experience ever.
16699,518957704476622848,United,dM}c5i95_Wot,@lizhem65 @united angry Liz
16722,518973935598460928,Delta,dM}c5i95_Wot,@DeltaAssist once again terrible flight. Must be hard to know we're arriving. On plane on Tarmac for 15 minutes and then at gate for 20.
16783,519089503181742080,United,dM}c5i95_Wot,Long flight to SF and no WiFi.. Come on @united =\
16812,519107597819867136,SouthWest,dM}c5i95_Wot,Watching the drama of bags too big to go on full Delta flight to Atlanta. I miss @SouthwestAir
16820,519111839532466176,United,dM}c5i95_Wot,"Following lead of @Delta and @united, @AmericanAir starts offering luxury car transfers on the tarmac to top customers via a Cadillac"
16859,519134370297565184,United,dM}c5i95_Wot,@united disappointed at your first class service from Cleveland to LA yesterday. I can't have another cookie really?? Your hostesses #rude
16900,519152332760944640,SouthWest,dM}c5i95_Wot,Headed to the Bay Area for @newrelic #FS14 but @southwestair is delaying the process!  (at @saairport) https://t.co/It0cCO8j54
16936,519168731058954240,American,dM}c5i95_Wot,"@AmericanAir 4 hour delay!!!  flying from MEX to DFW flight1526. No one knows anything, no one cares!"
17030,519196658580856832,United,dM}c5i95_Wot,"Not only is my flight going on 45 minutes late, but the flight is overbooked &amp; there are too many checked bags. Never flying @united again."
17032,519197458333970432,United,dM}c5i95_Wot,@HEELZiggler @TripleH @united  Airlines SUCK! I'm sure you will get a pass on that one. 
17064,519212720634494976,American,dM}c5i95_Wot,@AmericanAir could you tell me why American 2216 and 1465 are delayed? doesn't seem to be weather in Dallas.
17165,519266974594269184,American,dM}c5i95_Wot,"At 3:25 at Term. 8 JFK blocking out the rstroom, held a line and was rude to the ladies - @AmericanAir can do better! http://t.co/cdOLVGOjOn"
17177,519277222356852736,United,dM}c5i95_Wot,@united lost the IC title belt. Fuck you
17281,519334344469405696,United,dM}c5i95_Wot,@united can I please cancel my outbound flight (blue)? I can easily take a bus from Dallas to Shreveport. http://t.co/DLI2DDs0a2
17357,519480661401677824,United,dM}c5i95_Wot,New lows from @united .  Their delay caused missed Honolulu connection to Kona &amp; no help.  Broke 2 Tri bikes going to #IMKona. Avoid@united
17391,519497126145839104,AlaskaAir,dM}c5i95_Wot,@AlaskaAir your check in process at SFO is soooooo slow! (And by process I mean people)
17429,519524049429737472,JetBlue,dM}c5i95_Wot,"@JetBlue I need a direct number to call, because I get disconnected when your wait time runs out my phone credit and then I'm put on hold."
17494,519556082688352256,SouthWest,dM}c5i95_Wot,my flight is delayed and I have to sit here for two hours why @SouthwestAir
17507,519563271162974208,United,dM}c5i95_Wot,@united I wish it had just been one delay.  It was a series of delay lasting 4hrs before canceling the flight &amp; 2hrs with customer service.
17522,519572142933827584,American,dM}c5i95_Wot,WORST flight ever.  International flights require the utmost security and passenger awareness.  Control your plane!  @AmericanAir #AA045
17533,519573877035261952,United,dM}c5i95_Wot,@iamwill @united is this another episode of bad flying experience. Me thinks u should fly @emirates  always!
17568,519577024369684480,American,dM}c5i95_Wot,"A BIG F.U. to @Delta @AmericanAir and @SouthwestAir for delaying my flights, making me miss connections and not caring about your customers"
17597,519583322138103808,United,dM}c5i95_Wot,@united fed up w/ having to call x unprocessed refunds &amp; then deal w/ rude operators who tell me I haven't taken action I actually did take
17606,519588000020189184,AlaskaAir,dM}c5i95_Wot,"Flight got delayed, of course @AlaskaAir always on top of things"
17655,519613265312092160,United,dM}c5i95_Wot,Every time I fly @United I'm immediately reminded how awful it is.
17667,519617544353628160,United,dM}c5i95_Wot,Hey @united I have a problem with your plane service. I was mistreated and misunderstood by your flight attendants. I need assistance.
17697,519641709873868800,American,dM}c5i95_Wot,Really hoping I don't miss my connecting flight!!! #AmericanAirlines @AmericanAir Hold flight 4266 for me! Going to Indy!
17799,519711646415990784,American,dM}c5i95_Wot,@AmericanAir a flight was missing when I purchased. original first choice appeared again custserv said AA website probs #firstchoicemissing
17818,519739411072708608,American,dM}c5i95_Wot,@americanair AA1657 was 2 hours late and I missed my flight to Memphis. Stuck in O'Hare for 12 hours. Not picking for price next time.
17925,519865715017256960,American,dM}c5i95_Wot,".@AmericanAir has been really slipping lately, bad experiences past three times I traveled and now one before my next trip"
17994,519904350056239104,American,dM}c5i95_Wot,Scariest flight of my life just now. @AmericanAir put us on a jet that could not withstand the wind and had a broken engine.
18016,519912820209897472,United,dM}c5i95_Wot,@united waiting at least 30 minutes now for #1607 to Tampa to be cleaned!?!!!
18039,519925316668899328,JetBlue,dM}c5i95_Wot,"@JetBlue Ugh, can JetBlue stop monitoring peoples social media and then denying them flights?? So annoying, makes me not want to fly them."
18047,519928674817019904,JetBlue,dM}c5i95_Wot,Hey @jetblue. Was this just a joke? Ask the Seahawks punter.  Passenger: I Was Kicked Off Flight at PHL for My Tweets http://t.co/eZNJ8HHYDO
18062,519934718738194432,JetBlue,dM}c5i95_Wot,"Drunken #pilot tweets got woman kicked off @JetBlue flight, she claims. http://t.co/sQ506dRQ5n"
18088,519945553627848704,JetBlue,dM}c5i95_Wot,"Major @JetBlue fail. My flight was rescheduled, but NO ONE was notified-not me or the party who booked the flight. Found out at the airport."
18133,519964623844298752,United,dM}c5i95_Wot,@FearlessBellas_ @HEELZiggler @united his belt is lost ?
18149,519970455440982016,Delta,dM}c5i95_Wot,@DeltaAssist been on hold for 35 minutes &amp; counting. Just trying to get confirmation if an incident report has been filed from an injury.
18203,519989181225787392,JetBlue,dM}c5i95_Wot,@JetBlue Hi J.B. it's been a while. I miss you. Listen....you wanna hold hands?
18323,520042368637349888,United,dM}c5i95_Wot,@united In 8 years NOT 1 TIME has my flight ever been on time. Consistently the absolute worst airline! If my clubs and bag are lost....
18328,520043102942134272,JetBlue,dM}c5i95_Wot,@JetBlue Bad customer service
18331,520045746020954112,United,dM}c5i95_Wot,"Sorry, wrong twitter handle.  After another cancelled flight I'm done with @united."
18354,520077640229609472,AlaskaAir,dM}c5i95_Wot,@ecoffey @AlaskaAir It makes me so mad and it's all due to shitty JS libraries that keep getting re-used. #nerdRage
18391,520148721829707776,American,dM}c5i95_Wot,@AmericanAir what happened to 60 days? Now over three months. Disappointed.
18403,520166987167956992,JetBlue,dM}c5i95_Wot,@JetBlue passenger 'kicked off flight after live-tweeting pilot's sobriety test'.     Good call by the #pilot.  http://t.co/p1FlW4az08
18434,520192203365167104,JetBlue,dM}c5i95_Wot,Flying out of @NY_NJairports today? Don't miss your chance to score ziptastic prizes when you #WinAtCityLiving! Find us @JetBlue Terminal 5.
18453,520200693513474048,United,dM}c5i95_Wot,"Delayed flights, only two people at the counters. Ridiculous. @United http://t.co/REwgLzhhx8"
18463,520207009329582080,JetBlue,dM}c5i95_Wot,_@IndiaToday: Woman kicked off plane for tweeting about #flight delay http://t.co/aNCusuOtgf http://t.co/ZGG2AOlo75_ @JetBlue #USA
18526,520233437374865408,JetBlue,dM}c5i95_Wot,"Go home @JetBlue, you're drunk. The reasoning behind kicking this woman off of a plane last night is a joke. http://t.co/IfPG48dMMX"
18556,520244810108899328,Delta,dM}c5i95_Wot,"@DeltaAssist late departure, now back to gate for maintenance delay, no word on getting to TPA today - we seem to be on our own"
18610,520260105150156800,United,dM}c5i95_Wot,.@iamwill @united It's almost impossible to make me take a shitty airline's side but you've done it! #UGotRetarded
18659,520276842214088704,United,dM}c5i95_Wot,@united hoping my plane waits for me to land since there was an unexpected delay this morning while flying to SFO.
18730,520303671092215808,Delta,dM}c5i95_Wot,Pic of all 4 Delta Flt Atts illegally past overwing exits socializing w/Delta pax/empl @deltaassist #deltaprobs #FAA http://t.co/QUkkvUvaMB
18798,520326655328665600,Delta,dM}c5i95_Wot,PLEASE @DeltaAssist send a message to LGA that D03 is a bad idea.  Busses = people with status gate checking ... http://t.co/NWYkBQQEBP
18862,520345110400081920,United,dM}c5i95_Wot,Old crappy plane...must be @united
18885,520350275807481856,United,dM}c5i95_Wot,"Gotta get home tonight @united.  Help me out here.  You can delay, but don't cancel on me."
18892,520351307056816128,VirginAmerica,dM}c5i95_Wot,@KnockoutOC @JetBlue @VirginAmerica @united   That's a sad story and those employees should be ashamed!!!!
18917,520361822000390144,SouthWest,dM}c5i95_Wot,Can't wait to break these in! @SouthwestAir #frequentflyer #rapidrewards http://t.co/nFLzepVBbd
18919,520362072240951296,United,dM}c5i95_Wot,@united How can you delay a flight until 8:55pm then I get there an hour and a half before and it's gone. #notacceptable
18955,520372202361745408,SouthWest,dM}c5i95_Wot,You know @DallasStars hockey is back when you have to watch annoying @SouthwestAir commercials.
18959,520372490657206272,Delta,dM}c5i95_Wot,"@Delta @DeltaAssist DeltaAssist We are now on the runway, stuck waiting for a gate...."
19123,520452118335852544,Delta,dM}c5i95_Wot,Nothing but rudeness since I reached Diamond for next year. Maybe it's time to explore other airlines @DeltaAssist. Any interest @united?
19154,520509565939769344,SouthWest,dM}c5i95_Wot,"The only thing that really sucks flying @SouthwestAir, is boarding... The # passengers don't know their letters and numbers is terrifying."
19168,520528110291542016,American,dM}c5i95_Wot,I will be writing a letter to @AmericanAir about how poor customer service at SUX ensures I'll never fly their airline again.
19297,520586830073593856,American,dM}c5i95_Wot,.@HawaiianAir @Delta best on-time flights. @AmericanAir the worst. @SouthwestAir fewest complaints http://t.co/6nmbbuREvP #travel #Airlines
19299,520587036659834880,JetBlue,dM}c5i95_Wot,Listening to recently denied passengers' story on @smerconish. Not even refunded yet? Shame on @JetBlue - will never get a dime from me!
19326,520596514448482304,JetBlue,dM}c5i95_Wot,"Good job @JetBlue http://t.co/PoJo5akxL8 -- I'll just added you to my \will never do business with again\"" list. #JetBlueBoneheads"""
19327,520597844269748224,American,dM}c5i95_Wot,"after 10 years as an exclusive &amp; loyal @AmericanAir customer, the repeated issues I've had in the last 2 months are too much.  Never again."
19405,520626421652549632,United,dM}c5i95_Wot,"@united had a domestic flight a couple weeks ago. Flight attendant was extremely rude, especially to foreigner travelers."
19439,520639632338612224,SouthWest,dM}c5i95_Wot,"If I catch Ebola on this plane, it's all your fault @SouthwestAir"
19443,520640990584250368,American,dM}c5i95_Wot,.@AmericanAir pls hold connecting flight from Chicago 2 Minny AA1363. Delayed an hour from Cinny residuals from O'Hare incident weeks ago!
19452,520644237327888384,JetBlue,dM}c5i95_Wot,The fact that @JetBlue can do this is astonishing. What a terrible company. http://t.co/0kIJDH4gXQ
19476,520650886927118336,Delta,dM}c5i95_Wot,"@DeltaAssist Volunteer 4 $900 voucher 1779 today. Cancelled car rental &amp; hotel,told that I HAD to board aircraft. Poor service &amp; protocol"
19493,520654316713963520,AlaskaAir,dM}c5i95_Wot,@Team_Barrowman @AlaskaAir That's too bad but maybe Michael will fix it for you.
19504,520658325047083008,AlaskaAir,dM}c5i95_Wot,@grimalkinrn Just another of the awful things I__ve heard about @AlaskaAir
19543,520674183190446080,United,dM}c5i95_Wot,"@united @stacydixson Our definitions of taking off are different. We left the gate 20 min late, but wheels up was an hour later."
19561,520678545870573568,JetBlue,dM}c5i95_Wot,"I think @JetBlue should have to justify kicking off the passenger instead of the ambiguous \demeanor\"" statement. Was it racism at work?"""
19587,520687592820736000,United,dM}c5i95_Wot,@united is horrible!
19592,520689098059968512,American,dM}c5i95_Wot,@USAirways @AmericanAir Chairmans Preferred not on upgrade list done at gate upgraded sat down then kicked out.  What service for 100k miles
19624,520697840256159744,United,dM}c5i95_Wot,"come on @united I'm really tired of always having to wait for \inbound\"" flight before I can get to my destination!!"""
19693,520713320673083392,United,dM}c5i95_Wot,"@united my flight is delayed (IAD TO SFO), have open seats on the earlier one, still want to charge me for a seat that will be empty #badcs"
19746,520729210042982400,JetBlue,dM}c5i95_Wot,.@JetBlue  You should never play games with passengers ...buck up and act like a real company #dontbeacrybaby
19763,520734578034888704,United,dM}c5i95_Wot,Another delayed @united flight. Surprise surprise. #businessasusual
19785,520740938797174784,United,dM}c5i95_Wot,@ryan_villopoto2 That sucks! Hey @united you guys just really messed up!
19894,520777657017847808,United,dM}c5i95_Wot,"@united has no phone number for consumer complaints, I was assured by the miles agent. She could do nothing about40 day old $476 overcharge"
19904,520783033717125120,SouthWest,dM}c5i95_Wot,I have this weird excitement for plane rides. Headed to Atlanta for Christmas and can't wait to fly like an eagle with @SouthwestAir
19926,520798273515577344,American,dM}c5i95_Wot,@AmericanAir  I will never ever fly ur airline again!! U guys leave us stuck with a 5 year old in an airport and dont even care!! Shame on u
19948,520828093326708736,American,dM}c5i95_Wot,@AmericanAir so when a flight gets grounded do you consider over a 2 hour wait at the gate for a hotel voucher reasonable?
19952,520840042722648064,United,dM}c5i95_Wot,@United flight 1266 arrived in EWR 90 min late and now no bags on carousel at 3:30am. Baggage claim won't help find out. Handlers went home?
19973,520890357798928384,United,dM}c5i95_Wot,"@AndrewELewis @AerLingus sadly no, but @united delays caused us to miss our flight anyway. Went direct to London"
20026,520930348860186624,United,dM}c5i95_Wot,@united how about some extra miles for the 2.5 delay on ua 1195 yesterday)
20063,520945184792924160,American,dM}c5i95_Wot,@AmericanAir #fixyourplanes two maintenance issues two different planes in two hours. Worst experience ever.
20065,520945338921000960,United,dM}c5i95_Wot,"Hi @united, any news on my bag that you lost already 10 days ago?"
20082,520955274929377280,United,dM}c5i95_Wot,Once again @united airlines fails me. This is the last last final time I ever fly on them. Delayed for hours yet again.
20111,520969188597583872,United,dM}c5i95_Wot,Does @united really have staff that work at the Savannah airport?  Have been trying to pick up a guests delayed bag for two days now.
20112,520969201901928448,United,dM}c5i95_Wot,Seriously @united?!!? Stuck on runway for an hour because you don't know how to load your cargo?? Never flying United again! #USAirways
20230,521040242489319424,Delta,dM}c5i95_Wot,"@DeltaAssist I've now missed two desired fares in the last 24 hours because \server error\"" when I get to the outbound selection on android"""
20233,521041371852181504,Delta,dM}c5i95_Wot,The fuck @Delta @DeltaAssist
20286,521075199912210432,American,dM}c5i95_Wot,_@yourbeautykills: @AmericanAir never mind it's departing already but don't let it happen again _ LMFAOOO
20462,521347199754452992,United,dM}c5i95_Wot,Longest lines at the airport: @Delta check-in  Starbucks coffee  @united lost baggage
20524,521389838118182912,United,dM}c5i95_Wot,"70+ minute wait at Dulles Airport for @United Airlines to deliver luggage, now face @TSA delays.  #Incompetence http://t.co/CbuKZfE48v"
20531,521393219431837696,United,dM}c5i95_Wot,"@united Frustrating when you're told you have a hotel, bus to the hotel and hotel paid for and arrive in the middle of the night to nothing"
20636,521442083962638336,JetBlue,dM}c5i95_Wot,"@JetBlue stranded in Bermuda bc flight cancelled, 3 hours on the phone&amp; your team forgot to rebook my husband on a new flight!"
20692,521463371246620672,United,dM}c5i95_Wot,@audrey0985 @united I'm stuck over at f7 3 hour delay but boarding in 15 mins I hope
20713,521477104387387392,American,dM}c5i95_Wot,"For the second time in three months, @AmericanAir lost my FUCKING bag. I wonder if it'll take over a week to get it back this time too?"
20784,521541745079623680,United,dM}c5i95_Wot,So @united just made me miss my connecting flight to Australia. Forced 24 hours in SFO. But at least I have this... http://t.co/dQTs0o1ZPW
20839,521638021779976192,JetBlue,dM}c5i95_Wot,@JetBlue TSA employees could be the most rude I've encountered thus far. Yes I fly a lot.
20896,521661994467098624,VirginAmerica,dM}c5i95_Wot,"@VirginAmerica Bought my tickets to DFW/Love for Thxgiving as soon as possible,  and now there's a big sale? Big sad face."
20970,521693626779201536,United,dM}c5i95_Wot,"Not only did my @united flt go Mx, and cause me to miss work, but you sent my bag to SJO. I would've liked to have gone there. #EpicFail"
20978,521696482286899200,United,dM}c5i95_Wot,"@united worst airline ever, lousy customer service, no food, no drinks on plane, customer service with attitute"
21018,521710704059887616,American,dM}c5i95_Wot,"@AmericanAir flight to DFW: 2 delays due to weather, 1 due to a mechanical failure, ppl in front confronting flight attendants \let us out\"""
21056,521725673950699520,United,dM}c5i95_Wot,@united is ruining my vacation with terrible guest service Not very accommodating to me losing a day in Mexico.Way to shorten my trip United
21058,521725893744816128,JetBlue,dM}c5i95_Wot,Brands behaving badly... RT @CaddyMarketing Really? Woman Denied Boarding @JetBlue Flight After Tweeting About Delays http://t.co/FUdqhQEv9o
21078,521734071773192192,Delta,dM}c5i95_Wot,"@DeltaAssist My Skymiles number being used or not shouldn't be an issue - I'm signed into My Trips, checking in on a Delta flight."
21084,521739008125071360,SouthWest,dM}c5i95_Wot,I've never seen the line for @SouthwestAir this long #LAX 100+ out the door in 2 directions!
21095,521742739340541952,American,dM}c5i95_Wot,@StevenIsserlis @AmericanAir Bad Jokes? About your cello?
21112,521750622379737088,United,dM}c5i95_Wot,"Took my mom to dfw for @united flt #309,  agent tells my mom she is too late at 2:15pm and won't let her on the flight which leaves at 3:07"
21224,521776847143841792,VirginAmerica,dM}c5i95_Wot,"Customer service is king, @united Check in and gate at PDX #fail (and we are Silver) That's why we now fly @SouthwestAir and @VirginAmerica"
21281,521788463050653696,United,dM}c5i95_Wot,"@united need flight info for last min flight re: a funeral, being told phone wait time is 60 mins. Is there an easier way? Please help. Thnx"
21344,521803130984357888,SouthWest,dM}c5i95_Wot,@SouthwestAir what's the delay for from the austin to San Jose tonight?
21363,521808069660266496,United,dM}c5i95_Wot,@united delayed again in ORD. #nothingchanges #sameolesame for #united
21379,521812198164013056,American,dM}c5i95_Wot,"@AmericanAir , what is going on with flight aa3569 ? #nonsense"
21436,521824552935235584,JetBlue,dM}c5i95_Wot,"As mentioned, I travel with #jetblue a lot, but this time the customer service was terrible from check in to the end of the flight @JetBlue"
21445,521826551634337792,American,dM}c5i95_Wot,"It is ridiculous how two ladies can treat \clients\"" that bad @AmericanAir #AmericanAirlines #flight4310 horrible service = not returning"""
21503,521844273684430848,AlaskaAir,dM}c5i95_Wot,"@chriscelauro @AlaskaAir @DeltaAssist Amen, brotha!  That's ridiculous!"
21504,521844273684430848,Delta,dM}c5i95_Wot,"@chriscelauro @AlaskaAir @DeltaAssist Amen, brotha!  That's ridiculous!"
21523,521848779251908608,American,dM}c5i95_Wot,@AmericanAir is the worst
21540,521853163582660608,SouthWest,dM}c5i95_Wot,Had the worst experience first time flying w/ 7mo baby on @SouthwestAir unneeded attitude by stewardess. Horrible customer svc!!!
21543,521853912408920064,United,dM}c5i95_Wot,@united one of your employees put the wrong tag on my parents bag which is now missing and now you're claiming it's not your issue?
21553,521856536927547392,SouthWest,dM}c5i95_Wot,"@SouthwestAir when a plan is only 75% full and you are announcing every seat will be taken, you ruin your credibility. #justsaying :)"
21563,521860250253922304,American,dM}c5i95_Wot,C'mon @AmericanAir - let's get your shit together and get us off the f'n tarmac!
21613,521883656978448384,Delta,dM}c5i95_Wot,@DeltaAssist 5900 wasted points first class upgrade. Long flight delay + horrible first class svc and fight conditions.  Little help Delta?
21675,521977385164767232,American,dM}c5i95_Wot,"An @AmericanAir gate agent's decision to \un-delay\"" a departure just caused me to miss my flight and my morning meeting in Chicago."""
21716,522014268447662080,United,dM}c5i95_Wot,@united Why did the delay email say our delay was due to 'aircraft maintenance' when really it's that our pilot has gone #GoneGirl?
21776,522040304489492480,American,dM}c5i95_Wot,And to top off the trip @AmericanAir lost my luggage. What a joke!
21777,522040410672472064,VirginAmerica,dM}c5i95_Wot,Had a bad customer service experience from @VirginAmerica for the first time ever. #StillOnThePlane
21781,522042321693863936,American,dM}c5i95_Wot,@AmericanAir Sent an urgent concern/complaint 3 days ago. No response! Very sad
21794,522047173866033152,American,dM}c5i95_Wot,@LindsayDinsyDay @AmericanAir Urgh I have up American a few years ago as they always mess up something!
21814,522054829515235328,AlaskaAir,dM}c5i95_Wot,"@AlaskaAir I understand delaying flt 32 for a few mins for connecting passengers, but 30 mins? That seems pretty egregious. #iFlyAlaska"
21824,522059266828804096,JetBlue,dM}c5i95_Wot,@Marina_Sirtis how annoying! Sorry that happened :(. You should @jetblue &amp; let them know. I've seen airlines be more cooperative on twitter
21953,522096592141029376,JetBlue,dM}c5i95_Wot,@JetBlue Why the delay Boston to SFO #0633? Thanks
21995,522112410958966784,SouthWest,dM}c5i95_Wot,"After sitting on the runway for 45 mins and being delayed 3 times, I remember why I always fly @SouthwestAir and not @USAirways #ridiculous"
22054,522137979994001408,United,dM}c5i95_Wot,@united my seat's directv channel changer was broken and I couldn't give you my money (or watch Tammy) as a result. Sad pandas all around.
22076,522145554470432768,VirginAmerica,dM}c5i95_Wot,huge shout out to @VirginAmerica for reinstating my return flight after missing my first flight. will definitely be using them in the future
22094,522151496864264192,American,dM}c5i95_Wot,"Listen @AmericanAir, I am not ok with you holding my Michael hostage on the tarmac. #lame."
22152,522167721413607424,American,dM}c5i95_Wot,@AmericanAir can your flights be anymore slower #stuck #whyme #needtogohome
22170,522173071331827712,American,dM}c5i95_Wot,Never flying @AmericanAir ever again. This is ridiculous.
22178,522176646934437888,United,dM}c5i95_Wot,Now my flight has been delayed 4 times... @united
22205,522187959857324032,American,dM}c5i95_Wot,Missing the pillows in business class @USAirways @AmericanAir - I cuddle with it as a take a nap. ;-) Bring back the pillows.
22288,522242298126802944,United,dM}c5i95_Wot,"Friends of mine have ~4h delay at SFO for flight to FRA, altho__ incoming plane landed more than three hours ago. What__s going on, @united?"
22381,522377470662967296,American,dM}c5i95_Wot,@AmericanAir How long should one expect to wait to receive a refund on a refundable ticket?
22382,522377959349710848,Delta,dM}c5i95_Wot,Jeepers creepers @Delta @DeltaAssist - an HOUR LATE on departure to JAX from JFK this morning? What gives? #TMOM
22401,522389020295589888,United,dM}c5i95_Wot,@AmericanAir @united PLEASE STOP FLIGHTS FROM #WestAfrica. PLEASE DONT WAIT 4 THIS SHIT ADMIN 2 TELL U #Ebola @Jay_Severin @ChrisSalcedoTX
22415,522396809050996736,United,dM}c5i95_Wot,"The bright side of no WiFi on @united  flight? Two hours of uninterrupted catching up on email (offline mode, of course)!"
22454,522412104532627456,United,dM}c5i95_Wot,@united United Airlines is by far the worst airline. I will NEVER travel with them ever again.
22461,522415114142892032,American,dM}c5i95_Wot,"Video shot aboard @AmericanAir #AA2293 - a @BoeingAirplanes 757 - when wall cracked; lost pressure, returned to #SFO http://t.co/SPlymEynDW"
22521,522445482170527744,American,dM}c5i95_Wot,"@AmericanAir walking by gates &amp; reminded why I stopped flying back in July. Will miss the EP benefits, not the customer apathy"
22577,522474339384696832,JetBlue,dM}c5i95_Wot,@Marina_Sirtis shame we cant set the Borg on them @JetBlue
